District,School Site,Co/Dist Code,Site Code,Enrollment,Certified Staff,Grades  (Low-High),Telephone,Mailing Address,City,State,Zip,County,Principal,Principal Email,latitude,longitude
CACHE,CACHE PRIMARY ES,16-I001,105,335,27,PK-01,(580) 429-3542,102 East H Ave,Cache,OK,73527,COMANCHE,Jacqueline Green,jgreen@cache.k12.ok.us,35.413136,-97.510581
CACHE,CACHE INTERMEDIATE ES,16-I001,110,397,33,02-04,(580) 429-8536,102 East H Ave,Cache,OK,73527,COMANCHE,Rellon Sampler,ssampler@cache.k12.ok.us,35.413136,-97.510581
CACHE,CACHE MS,16-I001,505,312,32,07-08,(580) 429-8489,102 East H Ave,Cache,OK,73527,COMANCHE,Mitch Ange,mange@cache.k12.ok.us,35.413136,-97.510581
CACHE,CACHE 5TH AND 6TH GRADE MS,16-I001,530,293,28,05-06,(580) 429-0222,102 East H Ave,Cache,OK,73527,COMANCHE,Debbie Hoffman,dhoffman@cache.k12.ok.us,35.413136,-97.510581
CACHE,CACHE HS,16-I001,705,533,49,09-12,(580) 429-3214,102 East H Ave,Cache,OK,73527,COMANCHE,Cindy White,cindy.white@cacheps.org,35.413136,-97.510581
CALUMET,CALUMET HS,09-I076,705,72,14,09-12,(405) 893-2222,110 N. Freehome,Calumet,OK,73014,CANADIAN,Chuck Hood,hoodc@chs.k12.ok.us,35.486311,-97.507483
CANEY VALLEY,CANEY VALLEY ES,74-I018,110,411,31,PK-05,(918) 535-2205,401 West Main,Ochelata,OK,74051,WASHINGTON,Kelli Longan,klongan@cvalley.k12.ok.us,36.64868,-95.97224
CARNEGIE,CARNEGIE ES,08-I033,105,300,22,PK-05,(580) 654-1945,330 West Wildcat Drive,Carnegie,OK,73015,CADDO,Lori Graham,lgraham@carnegie.k12.ok.us,35.485219,-97.505963
CARNEGIE,CARNEGIE MS,08-I033,510,125,19,06-08,(580) 654-1766,330 West Wildcat Drive,Carnegie,OK,73015,CADDO,Jane Nix,jnix@carnegie.k12.ok.us,35.485219,-97.505963
CARNEGIE,CARNEGIE HS,08-I033,705,146,21,09-12,(580) 654-1266,330 West Wildcat Drive,Carnegie,OK,73015,CADDO,Jerry Hulme,jhulme@carnegie.k12.ok.us,35.485219,-97.505963
CASHION,CASHION ES,37-I089,105,243,20,PK-05,(405) 433-2614,101 North Euclid,Cashion,OK,73016,KINGFISHER,Rebecca Weber,rweber@cashionps.org,35.481158,-97.47887
CASHION,CASHION MS,37-I089,505,124,16,06-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016,KINGFISHER,,,35.481158,-97.47887
CASHION,CASHION MS,37-I089,505,124,16,06-08,(405) 433-2575,101 North Euclid,Cashion,OK,73016,KINGFISHER,Ryan Schenk,rschenk@cashionps.org,35.481158,-97.47887
CASHION,CASHION HS,37-I089,705,150,18,09-12,(405) 433-2575,101 North Euclid,Cashion,OK,73016,KINGFISHER,Ryan Schenk,rschenk@cashionps.org,35.481158,-97.47887
CATOOSA,J. W. SAM ES,66-I002,105,291,27,02-03,(918) 266-8637,2000 South Cherokee St,Catoosa,OK,74015,ROGERS,Cyndi Flanary,cflanary@catoosa.k12.ok.us,36.167424,-95.754084
CATOOSA,CHEROKEE ES,66-I002,110,294,25,04-05,(918) 266-8630,2000 South Cherokee St,Catoosa,OK,74015,ROGERS,Kristi Surface,ksurface@catoosa.k12.ok.us,36.167424,-95.754084
CATOOSA,HELEN PAUL LEARNING CTR,66-I002,115,419,27,PK-01,(918) 266-8643,2000 South Cherokee St,Catoosa,OK,74015,ROGERS,Tyra Haight,thaight@catoosa.k12.ok.us,36.167424,-95.754084
CATOOSA,WELLS MS,66-I002,510,480,58,06-08,(918) 266-8623,2000 South Cherokee St,Catoosa,OK,74015,ROGERS,Della Parrish,dparrish@catoosa.k12.ok.us,36.167424,-95.754084
CATOOSA,CATOOSA HS,66-I002,705,624,64,09-12,(918) 266-8619,2000 South Cherokee St,Catoosa,OK,74015,ROGERS,Darren Peaster,dpeaster@catoosa.k12.ok.us,36.167424,-95.754084
CENTRAL,CENTRAL ES,68-I007,105,326,39,PK-08,(918) 775-2216,108089 South 4670 Road,Sallisaw,OK,74955,SEQUOYAH,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us,35.454745,-94.800312
CENTRAL,CENTRAL HS,68-I007,705,179,25,09-12,(918) 775-5525,108089 South 4670 Road,Sallisaw,OK,74955,SEQUOYAH,Brooks Cawhorn,hbcawhorn@centralps.k12.ok.us,35.454745,-94.800312
CENTRAL HIGH,CENTRAL HIGH ES,69-I034,105,234,18,PK-06,(580) 658-2970,274801 Broncho Rd,Marlow,OK,73055,STEPHENS,Leann Johnson,ljohnson@central.k12.ok.us,35.66106,-97.47243
CENTRAL HIGH,CENTRAL HIGH JHS,69-I034,600,87,16,07-09,(580) 658-2929,274801 Broncho Rd,Marlow,OK,73055,STEPHENS,Mark Perry,mperry@central.k12.ok.us,35.66106,-97.47243
CENTRAL HIGH,CENTRAL HIGH HS,69-I034,705,92,16,10-12,(580) 658-2929,274801 Broncho Rd,Marlow,OK,73055,STEPHENS,Mark Perry,mperry@central.k12.ok.us,35.66106,-97.47243
CHANDLER,EAST SIDE ES,41-I001,110,362,21,PK-02,(405) 258-1872,901 South Chs St,Chandler,OK,74834,LINCOLN,Lisa Hart,lhart@chandler.k12.ok.us,35.709121,-96.990532
CHANDLER,PARK ROAD ES,41-I001,120,357,29,03-06,(405) 258-1828,901 South Chs St,Chandler,OK,74834,LINCOLN,Melody Toma,mtoma@chandler.k12.ok.us,35.709121,-96.990532
CHANDLER,CHANDLER JHS,41-I001,610,185,29,07-08,(405) 258-0183,901 South Chs St,Chandler,OK,74834,LINCOLN,Kent Barton,kbarton@chandler.k12.ok.us,35.709121,-96.990532
CHANDLER,CHANDLER HS,41-I001,705,313,33,09-12,(405) 258-1269,901 South Chs St,Chandler,OK,74834,LINCOLN,Randy Hedge,rhedge@chandler.k12.ok.us,35.709121,-96.990532
CHECOTAH,CHECOTAH HS,49-I019,705,458,46,09-12,(918) 473-2239,491 W Paul Carr Drive,Checotah,OK,74426,MCINTOSH,Brian Terry,bterry@checotah.k12.ok.us,35.470919,-97.196162
CHELSEA,ART GOAD ES,66-I003,110,475,32,PK-05,(918) 789-2503,401 Redbud Lane,Chelsea,OK,74016,ROGERS,Zenda Willcut,zwillcut@chelseadragons.net,35.581298,-97.569752
CHELSEA,CHELSEA MS,66-I003,510,189,22,06-08,(918) 789-2521,401 Redbud Lane,Chelsea,OK,74016,ROGERS,Howard Hill,hhill@chelseadragons.net,35.581298,-97.569752
CHELSEA,CHELSEA HS,66-I003,705,279,29,09-12,(918) 789-2533,401 Redbud Lane,Chelsea,OK,74016,ROGERS,Howard Hill,hhill@chelseadragons.net,35.581298,-97.569752
CHEROKEE,CHEROKEE ES,02-I046,105,228,26,PK-05,(580) 596-3277,700 S. Nebraska,Cherokee,OK,73728,ALFALFA,Ruth Richmond,richmondr@cherokee.k12.ok.us,35.473671,-97.479152
CHEROKEE,CHEROKEE HS,02-I046,705,105,22,09-12,(580) 596-3391,412 E. 5th St,Cherokee,OK,73728,ALFALFA,Jeremy Hickman,hickmanj@cherokee.k12.ok.us,37.924028,-99.408184
CHICKASHA,GRAND AVENUE ES,26-I001,105,536,45,02-04,(405) 222-6524,900 West Choctaw Ave,Chickasha,OK,73018,GRADY,Mickey Edwards,cstone@chickasha.k12.ok.us,35.049833,-97.929043
CHICKASHA,LINCOLN ES,26-I001,115,,34,-,(405) 222-6522,900 West Choctaw Ave,Chickasha,OK,73018,GRADY,Pam Charlson,pcharlson@chickasha.k12.ok.us,35.049833,-97.929043
CHICKASHA,BILL WALLACE EC CTR,26-I001,120,555,45,PK-01,(405) 222-6544,900 West Choctaw Ave,Chickasha,OK,73018,GRADY,Tressia Meeks,tmeeks@chickasha.k12.ok.us,35.049833,-97.929043
CHICKASHA,CHICKASHA MS,26-I001,510,,44,-,(405) 222-6530,900 West Choctaw Ave,Chickasha,OK,73018,GRADY,Dan Turner,dturner@chickasha.k12.ok.us,35.049833,-97.929043
CHICKASHA,CHICKASHA HS,26-I001,705,717,70,09-12,(405) 222-6550,900 West Choctaw Ave,Chickasha,OK,73018,GRADY,Steven Couch,scouch@chickasha.k12.ok.us,35.049833,-97.929043
CHISHOLM,CHISHOLM ES,24-I042,105,486,35,PK-05,(580) 237-5645,300 Colorado Ave,Enid,OK,73701,GARFIELD,Darla Smith,dsmith@chisholm.k12.ok.us,33.080693,-96.884767
CHISHOLM,CHISHOLM MS,24-I042,505,237,29,06-08,(580) 234-0234,4202 West Carrier Road,Enid,OK,73703,GARFIELD,Crystal Szymanski,cszymanski@chisholm.k12.ok.us,35.409571,-97.443542
CHISHOLM,CHISHOLM HS,24-I042,705,300,31,09-12,(580) 233-2852,4018 West Carrier Road,Enid,OK,73703,GARFIELD,Shane Dent,sdent@chisholm.k12.ok.us,35.512547,-97.602615
CHOCTAW-NICOMA PARK,INDIAN MERIDIAN ES,55-I004,103,543,34,PK-02,(405) 390-8585,1865 South Indian Meridian,Choctaw,OK,73020,OKLAHOMA,Christiine Floyd,cfloyd@cnpschools.org,35.403534,-97.246236
CHOCTAW-NICOMA PARK,CHOCTAW ES,55-I004,105,378,37,PK-05,(405) 390-2225,14663 Northeast Third St,Choctaw,OK,73020,OKLAHOMA,Cheryl Lidia,clidia@cnpschools.org,33.13433,-97.027733
CHOCTAW-NICOMA PARK,NICOMA PARK ES,55-I004,115,464,32,PK-02,(405) 769-2445,1200 North Hickman Ave,Choctaw,OK,73020,OKLAHOMA,Dorothy Shetley,dshetley@cnpschools.org,35.593686,-97.490246
CHOCTAW-NICOMA PARK,NICOMA PARK INTERMEDIATE ES,55-I004,120,379,28,03-05,(405) 769-4693,1318 Hickman Ave,Choctaw,OK,73020,OKLAHOMA,Misti Tye,mtye@cnpschools.org,33.134602,-97.026504
CHOCTAW-NICOMA PARK,JAMES GRIFFITH INTERMEDIATE ES,55-I004,125,517,34,03-05,(405) 390-2153,1861 South Indian Meridian,Choctaw,OK,73020,OKLAHOMA,Kelli Hosford,khosford@cnpschools.org,35.403534,-97.246236
CHOCTAW-NICOMA PARK,L. W. WESTFALL ES,55-I004,126,487,35,PK-05,(405) 769-3078,13239 Northeast 10th St,Choctaw,OK,73020,OKLAHOMA,Brenda Stanley,bstanley@cnpschools.org,33.134602,-97.026504
CHOCTAW-NICOMA PARK,NICOMA PARK MS,55-I004,515,572,45,06-08,(405) 769-3106,1321 Hickman Ave,Choctaw,OK,73020,OKLAHOMA,Brent Ingraham,bingraham@cnpschools.org,33.134602,-97.026504
CHOCTAW-NICOMA PARK,CHOCTAW MS,55-I004,520,672,51,06-08,(405) 390-2208,14667 Northeast Third St,Choctaw,OK,73020,OKLAHOMA,Jeanann Gaona,jgaona@cnpschools.org,33.13433,-97.027733
CHOCTAW-NICOMA PARK,CHOCTAW HS,55-I004,705,1659,109,09-12,(405) 390-8899,14300 Northeast 10th St,Choctaw,OK,73020,OKLAHOMA,David Reid,dreid@cnpschools.org,35.476284,-97.27873
CLAREMORE,CLAREMONT ES,66-I001,105,457,40,PK-05,(918) 923-4202,318 East Seventh St,Claremore,OK,74017,ROGERS,Randa Fay,rfay@claremore.k12.ok.us,36.322121,-95.603239
CLAREMORE,ROOSA ES,66-I001,110,405,28,PK-05,(918) 923-4206,2001 North Sioux Ave,Claremore,OK,74017,ROGERS,Glen Abshere,gabshere@claremore.k12.ok.us,36.330363,-95.603137
CLAREMORE,WESTSIDE ES,66-I001,115,551,46,PK-05,(918) 923-4201,2600 Holly Road,Claremore,OK,74017,ROGERS,Traci Thomas,tthomas@claremore.k12.ok.us,35.388649,-97.558696
CLAREMORE,CATALAYAH ES,66-I001,135,430,33,PK-05,(918) 923-4307,2700 King Rd,Claremore,OK,74019,ROGERS,Kellye Shuck,kshuck@claremore.k12.ok.us,35.602787,-97.464696
CLAREMORE,WILL ROGERS JHS,66-I001,610,829,81,06-08,(918) 923-4205,1915 North Florence,Claremore,OK,74017,ROGERS,Brian Young,jbyoung@claremore.k12.ok.us,35.484411,-97.506863
CLAREMORE,CLAREMORE HS,66-I001,705,1343,96,09-12,(918) 923-4211,201 Stuart Roosa,Claremore,OK,74017,ROGERS,Todd Steidley,tsteidley@claremore.k12.ok.us,36.330363,-95.603137
CLAYTON,CRAIN ES,64-I010,105,193,18,PK-08,(918) 569-4158,300 West Pine St.,Clayton,OK,74536,PUSHMATAHA,Tammy Akers,takers@clayton.k12.ok.us,38.528442,-98.536618
CLAYTON,CLAYTON HS,64-I010,705,104,15,09-12,(918) 569-4156,304 N. 1st St.,Clayton,OK,74536,PUSHMATAHA,Bradley Mcneil,bmcneil@clayton.k12.ok.us,33.01678,-96.537329
CLEORA,CLEORA PUBLIC SCHOOL,21-C006,105,120,18,PK-08,(918) 256-6401,451358 East 295 Road,Afton,OK,74331,DELAWARE,Kenny Guthrie,kguthrie@cleora.net,35.479048,-97.504034
CLEVELAND,CLEVELAND PRIMARY ES,59-I006,105,455,29,PK-02,(918) 358-2210,600 North Gilbert Ave,Cleveland,OK,74020,PAWNEE,Dana Wilson,danawilson@clevelandtigers.com,35.485215,-97.502779
CLEVELAND,CLEVELAND INTERMEDIATE ES,59-I006,115,318,27,03-05,(918) 358-2210,600 North Gilbert Ave,Cleveland,OK,74020,PAWNEE,Mark Williams,markwilliams@clevelandtigers.com,35.485215,-97.502779
CLEVELAND,CLEVELAND MS,59-I006,505,405,40,06-08,(918) 358-2210,600 North Gilbert Ave,Cleveland,OK,74020,PAWNEE,Noel Nation,noelnation@clevelandtigers.com,35.485215,-97.502779
CLEVELAND,CLEVELAND HS,59-I006,705,507,48,09-12,(918) 358-2210,600 North Gilbert Ave,Cleveland,OK,74020,PAWNEE,Alan Baker,alanbaker@clevelandtigers.com,35.485215,-97.502779
COALGATE,EMERSON ES,15-I001,105,383,41,PK-06,(580) 927-2350,2 West Cedar,Coalgate,OK,74538,COAL,Greg Davidson,gdavidson@coalgateschools.org,34.53815,-96.21861
COALGATE,WALLACE BYRD MS,15-I001,505,115,27,07-08,(580) 927-3560,2 West Cedar,Coalgate,OK,74538,COAL,Phil Wilkenson,pwilkenson@coalgateschools.org,34.53815,-96.21861
COALGATE,COALGATE HS,15-I001,705,219,30,09-12,(580) 927-2592,2 West Cedar,Coalgate,OK,74538,COAL,Kris Hall,khall@coalgateschools.org,34.53815,-96.21861
COLCORD,COLCORD ES,21-I004,105,382,38,PK-08,(918) 326-4117,433 South Larmon,Colcord,OK,74338,DELAWARE,Robert Hampton,rhampton@colcordschools.com,35.48254,-97.520202
COLCORD,COLCORD HS,21-I004,715,225,24,09-12,(918) 326-4107,433 South Larmon,Colcord,OK,74338,DELAWARE,Jerry Swank,jlswank@colcordschools.com,35.48254,-97.520202
COLLINSVILLE,COLLINSVILLE EC CTR,72-I006,105,343,23,PK-KG,(918) 371-6870,1902 West Maple,Collinsville,OK,74021,TULSA,Ashley Boomer,aboomer@collinsville.k12.ok.us,35.479694,-97.495683
COLLINSVILLE,HERALD ES,72-I006,125,600,40,01-03,(918) 371-4173,1902 W. Maple,Collinsville,OK,74021,TULSA,Cheryl Hunt,chunt@collinsville.k12.ok.us,35.479694,-97.495683
COLLINSVILLE,COLLINSVILLE UPPER ES,72-I006,130,,26,-,(918) 371-2022,1902 W. Maple,Collinsville,OK,74021,TULSA,Arlin Stacy,astacy@collinsville.k12.ok.us,35.479694,-97.495683
COLLINSVILLE,COLLINSVILLE 6TH GRADE CENTER,72-I006,135,214,23,06-06,(918) 371-3144,1902 West Maple,Collinsville,OK,74021,TULSA,Jennipher Keim,jkeim@collinsville.k12.ok.us,35.479694,-97.495683
COLLINSVILLE,COLLINSVILLE MS,72-I006,500,378,47,07-08,(918) 371-2541,1902 West Maple,Collinsville,OK,74021,TULSA,Dale Harp,dharp@collinsville.k12.ok.us,35.479694,-97.495683
COLLINSVILLE,COLLINSVILLE HS,72-I006,705,823,70,09-12,(918) 371-3382,1902 West Maple,Collinsville,OK,74021,TULSA,Jon Coleman,jcoleman@collinsville.k12.ok.us,35.479694,-97.495683
COMANCHE,COMANCHE ES,69-I002,105,479,36,PK-05,(580) 439-2911,1030 Ash Ave,Comanche,OK,73529,STEPHENS,Robin Troutman,rtroutman@comanche.k12.ok.us,35.558351,-97.536006
COMANCHE,COMANCHE MS,69-I002,510,238,35,06-08,(580) 439-2922,1030 Ash Ave,Comanche,OK,73529,STEPHENS,Brent Crow,bcrow@comanche.k12.ok.us,35.558351,-97.536006
COMANCHE,COMANCHE HS,69-I002,705,308,37,09-12,(580) 439-2933,1030 Ash Ave,Comanche,OK,73529,STEPHENS,Steven Dunham,sdunham@comanche.k12.ok.us,35.558351,-97.536006
COMMERCE,ALEXANDER ES,58-I018,105,469,31,PK-05,(918) 675-4336,601 6th St,Commerce,OK,74339,OTTAWA,Kevin Wade,kwade@commercetigers.net,35.474246,-97.501699
COMMERCE,COMMERCE MS,58-I018,505,195,21,06-08,(918) 675-4101,500 Commerce St,Commerce,OK,74339,OTTAWA,Jack Kelley,jkelley@commercetigers.net,33.37706,-95.692817
COMMERCE,COMMERCE HS,58-I018,705,226,30,09-12,(918) 675-4343,420 Doug Furnas Blvd,Commerce,OK,74339,OTTAWA,Jim Buttram,jbuttram@commercetigers.net,35.482061,-97.504741
COVINGTON-DOUGLAS,COVINGTON-DOUGLAS ES,24-I094,105,187,24,PK-08,(580) 864-7849,400 E Maine,Covington,OK,73730,GARFIELD,Darren Sharp,dsharp@c-d.k12.ok.us,35.640755,-97.542845
COVINGTON-DOUGLAS,COVINGTON-DOUGLAS HS,24-I094,705,79,18,09-12,(580) 864-7482,400 E Maine,Covington,OK,73730,GARFIELD,Brian Smith,bsmith@c-d.k12.ok.us,35.640755,-97.542845
CROOKED OAK,CENTRAL OAK ES,55-I053,105,595,44,PK-05,(405) 677-5211,1450 S. Eastern Ave,Oklahoma City,OK,73129,OKLAHOMA,Kim Templeman,ktempleman@crookedoak.org,35.45077,-97.476308
CROOKED OAK,CROOKED OAK MS,55-I053,505,307,25,06-08,(405) 677-5133,1450 S. Eastern Ave,Oklahoma City,OK,73129,OKLAHOMA,Dennis Mccray,dmccray@crookedoak.org,35.45077,-97.476308
CROOKED OAK,CROOKED OAK HS,55-I053,705,,30,-,(405) 677-3452,1450 S. Eastern Ave,Oklahoma City,OK,73129,OKLAHOMA,Barbara Jaramillo,bjaramillo@crookedoak.org,35.45077,-97.476308
CRUTCHO,CRUTCHO PUBLIC SCHOOL,55-C074,105,407,29,PK-08,(405) 427-3771,2401 North Air Depot Blvd,Oklahoma City,OK,73141,OKLAHOMA,Teresa Mcafee,tmcafee@crutchoesd.org,35.592441,-97.408372
CUSHING,CUSHING PRE-KINDERGARTEN SCHL,60-I067,120,101,8,PK-PK,(918) 225-4683,1919 South Kings Highway,Cushing,OK,74023,PAYNE,Sally Wright,sally.wright@cushing.k12.ok.us,35.975851,-96.766628
CUSHING,CUSHING LOWER ES,60-I067,140,276,23,KG-01,(918) 225-4697,1601 South Harmony Road,Cushing,OK,74023,PAYNE,Nancy Dowell,nancy.dowell@cushing.k12.ok.us,35.975851,-96.766628
CUSHING,CUSHING UPPER ES,60-I067,145,434,36,02-04,(918) 225-4497,316 North Steele,Cushing,OK,74023,PAYNE,Martha Cackler,martha.cackler@cushing.k12.ok.us,35.975851,-96.766628
CUSHING,CUSHING MS,60-I067,505,519,48,05-08,(918) 225-1311,521 South Harmony Road,Cushing,OK,74023,PAYNE,Pat Elder,pat.elder@cushing.k12.ok.us,35.975851,-96.766628
CUSHING,CUSHING HS,60-I067,705,521,56,09-12,(918) 225-6622,1700 East Walnut St,Cushing,OK,74023,PAYNE,James Lauerman,jim.lauerman@cushing.k12.ok.us,35.984246,-96.755229
DAHLONEGAH,DAHLONEGAH PUBLIC SCHOOL,01-C029,105,134,16,PK-08,(918) 696-7807,"Rural Route 1, Box 1795",Stilwell,OK,74960,ADAIR,Jeff Limore,jtlimore@dahlonegah.k12.ok.us,35.46454,-97.565142
DALE,DALE ES,63-I002,105,365,23,PK-05,(405) 964-5514,300 Smith Ave,Dale,OK,74851,POTTAWATOMIE,Bruce Throckmorton,bthrockmorton@dale.k12.ok.us,35.480006,-97.507114
DALE,DALE MS,63-I002,510,176,21,06-08,(405) 964-2799,300 Smith Ave,Dale,OK,74851,POTTAWATOMIE,Ky Wilkins,kwilkins@dale.k12.ok.us,35.480006,-97.507114
DALE,DALE HS,63-I002,705,228,22,09-12,(405) 964-5555,300 Smith Ave,Dale,OK,74851,POTTAWATOMIE,Ky Wilkins,kwilkins@dale.k12.ok.us,35.480006,-97.507114
DARLINGTON,DARLINGTON PUBLIC SCHOOL,09-C070,105,238,14,PK-08,(405) 262-0137,4408 North Highway 81,El Reno,OK,73036,CANADIAN,Cheryl Garrison,cgarrison@darlington.k12.ok.us,35.51618,-97.59957
DAVENPORT,DAVENPORT ES,41-I003,105,275,17,PK-08,(918) 377-2279,417 Broadway,Davenport,OK,74026,LINCOLN,Misty Emmons,memmons@davenport.k12.ok.us,35.424064,-97.514487
DAVENPORT,DAVENPORT HS,41-I003,705,117,14,09-12,(918) 377-2278,417 Broadway,Davenport,OK,74026,LINCOLN,Misty Emmons,memmons@davenport.k12.ok.us,35.424064,-97.514487
DAVIS,DAVIS ES,50-I010,105,469,39,PK-04,(580) 369-5544,400 East Atlanta Ave,Davis,OK,73030,MURRAY,Tammie Webb,twebb@davis.k12.ok.us,34.505891,-97.10665
DAVIS,DAVIS MS,50-I010,505,319,40,05-08,(580) 369-5565,400 East Atlanta Ave,Davis,OK,73030,MURRAY,Jeff Jennings,j_jennings@davis.k12.ok.us,34.505891,-97.10665
DAVIS,DAVIS HS,50-I010,705,288,40,09-12,(580) 369-5541,400 East Atlanta Ave,Davis,OK,73030,MURRAY,Rod Maynard,rodmaynard@davis.k12.ok.us,34.505891,-97.10665
DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,72-G001,972,253,8,PK-03,(918) 425-1407,2 South Elgin Ave,Tulsa,OK,74120,TULSA,Deborah Brown,dbrown@dbcschool.org,36.15402,-95.985351
DEER CREEK,DEER CREEK ES,55-I006,105,418,31,PK-04,(405) 348-9100,4704 North West 164th St,Edmond,OK,73013,OKLAHOMA,Bettina Kates,katesb@deercreek.k12.ok.us,35.637822,-97.518631
DEER CREEK,PRAIRIE VALE ES,55-I006,110,541,38,PK-04,(405) 359-3170,22522 North Pennsylvania Ave,Edmond,OK,73025,OKLAHOMA,Michelle Anderson,andersonm@deercreek.k12.ok.us,35.713421,-97.561191
DEER CREEK,ROSE UNION ES,55-I006,115,552,45,PK-04,(405) 359-3188,5100 Northwest 220th St,Edmond,OK,73025,OKLAHOMA,Tina Nunn,nunnt@deercreek.k12.ok.us,35.713421,-97.561191
DEER CREEK,GROVE VALLEY ES,55-I006,120,537,35,PK-04,(405) 359-3195,3500 Northwest 192Nd St,Edmond,OK,73012,OKLAHOMA,Kelly Faught,faughtk@deercreek.k12.ok.us,35.654415,-97.547978
DEER CREEK,DEER CREEK INTERMEDIATE SCHOOL,55-I006,125,831,50,05-06,(405) 348-4830,21175 North Macarthur,Edmond,OK,73012,OKLAHOMA,Marshall Ottinger,ottingerm@deercreek.k12.ok.us,35.491259,-97.617819
DEER CREEK,SPRING CREEK ES,55-I006,130,437,31,KG-04,(405) 340-0530,15400 North Rockwell,Oklahoma City,OK,73103,OKLAHOMA,Michelle Eidson,eidsonm@deercreek.k12.ok.us,35.478854,-97.50071
DEER CREEK,DEER CREEK MS,55-I006,505,855,59,07-08,(405) 348-4830,2601 Northwest 234th St,Edmond,OK,73012,OKLAHOMA,Reuben Bellows,bellowsr@deercreek.k12.ok.us,35.654415,-97.547978
DEER CREEK,DEER CREEK HS,55-I006,705,1457,83,09-12,(405) 348-5720,6101 Northwest 206th St,Edmond,OK,73012,OKLAHOMA,Melissa Jordan,jordanm@deercreek.k12.ok.us,35.654415,-97.547978
DEER CREEK-LAMONT,DEER CREEK-LAMONT ES,27-I095,105,116,21,PK-08,(580) 267-3241,1643 Main St,Deer Creek,OK,74636,GRANT,Barbara Regier,bregier@dclak12.org,35.468147,-97.542955
DENISON,DENISON PUBLIC SCHOOL,48-C037,105,325,23,PK-08,(580) 286-3319,3001 East Washington,Idabel,OK,74745,MCCURTAIN,Toni Butler,tbutler@denison.k12.ok.us,35.47957,-97.506943
DEWEY,DEWEY ES,74-I007,115,616,43,PK-05,(918) 534-3800,One Bulldogger Road,Dewey,OK,74029,WASHINGTON,Jerri Moore,jdmoore@deweyk12.org,35.481788,-97.498011
DEWEY,DEWEY MS,74-I007,510,281,34,06-08,(918) 534-0111,One Bulldogger Road,Dewey,OK,74029,WASHINGTON,Brent Massey,bmmassey@deweyk12.org,35.481788,-97.498011
DEWEY,DEWEY HS,74-I007,705,367,40,09-12,(918) 534-0933,One Bulldogger Road,Dewey,OK,74029,WASHINGTON,Brent Dugger,badugge@deweyk12.org,35.481788,-97.498011
DICKSON,DICKSON ES,10-I077,105,372,30,PK-02,(580) 223-9509,4762 State Highway 199,Ardmore,OK,73401,CARTER,Debby Custer,dcuster@dickson.k12.ok.us,34.134828,-97.106936
DICKSON,DICKSON UPPER ES,10-I077,110,286,23,03-05,(580) 223-1443,4762 State Highway 199,Ardmore,OK,73401,CARTER,David Gardner,dgardner@dickson.k12.ok.us,34.134828,-97.106936
DICKSON,DICKSON MS,10-I077,510,303,33,06-08,(580) 223-2700,4762 State Highway 199,Ardmore,OK,73401,CARTER,Matt Krimmer,mkrimmer@dickson.k12.ok.us,34.134828,-97.106936
DICKSON,DICKSON HS,10-I077,705,376,41,09-12,(580) 226-0633,4762 State Highway 199,Ardmore,OK,73401,CARTER,Rex Trent,rtrent@dickson.k12.ok.us,34.134828,-97.106936
DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,72-G003,971,466,31,KG-08,(918) 960-3131,4821 South 72Nd East Ave,Tulsa,OK,74145,TULSA,Maureen Brown,brown@discoveryok.org,36.098711,-95.896471
DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),72-G003,972,590,43,06-12,(918) 834-3936,280 South Memorial Drive,Tulsa,OK,74112,TULSA,Abidin Erez,erez@dsatulsa.org,36.159601,-95.883531
DRUMRIGHT,BRADLEY ES,19-I039,115,251,22,PK-05,(918) 352-9519,508 South Skinner Ave,Drumright,OK,74030,CREEK,Tara Osterhout,tosterhout@drumright.k12.ok.us,35.414511,-97.501035
DRUMRIGHT,VIRGIL COOPER MS,19-I039,505,107,18,06-08,(918) 352-2318,510 South Skinner Ave,Drumright,OK,74030,CREEK,Kevin Bilyeu,kbilyeu@drumright.k12.ok.us,35.417525,-97.500915
DRUMRIGHT,DRUMRIGHT HS,19-I039,705,202,22,09-12,(918) 352-2152,301 South Pennsylvania Ave,Drumright,OK,74030,CREEK,Judd Matthes,jmatthes@drumright.k12.ok.us,35.43461,-97.547445
DURANT,WASHINGTON IRVING ES,07-I072,105,610,38,PK-03,(580) 924-3805,812 West Locust St,Durant,OK,74701,BRYAN,Lisa Whitley,lisa.whitley@durantisd.org,33.998743,-96.410564
DURANT,ROBERT E. LEE ES,07-I072,110,270,17,PK-03,(580) 924-3628,824 West Louisiana St,Durant,OK,74701,BRYAN,Jan Chaffin,jan.chaffin@durantisd.org,33.998743,-96.410564
DURANT,NORTHWEST HEIGHTS ES,07-I072,115,632,39,PK-03,(580) 924-5595,1715 W University Blvd,Durant,OK,74701,BRYAN,Valerie Crabtree,valerie.crabtree@durantisd.org,33.078253,-96.881946
